order_id,order_date,customer_id,sales_rep_id,channel,product_id,quantity,unit_price,discount_pct,order_revenue,order_status,source_system
ORD10117,2007-11-20,C026,S003,Phone,P002,36,55.0,0.03,1920.6,Completed,Legacy_Sales
ORD10118,2007-11-20,C026,S002,Field,P002,10,55.0,0.08,506.0,Completed,Legacy_Sales
ORD10119,2007-11-21,C019,S002,Phone,P003,10,61.0,0,610.0,Completed,Legacy_Sales
ORD10120,2007-11-21,C002,S003,Email,P007,39,37.0,0.08,1327.56,Completed,Legacy_Sales
ORD10121,2007-11-21,C023,S005,Phone,P008,14,34.0,0,476.0,Completed,Legacy_Sales
ORD10122,2007-11-21,C004,S005,Phone,P008,38,34.0,0.08,1188.64,Completed,Legacy_Sales
ORD10123,2007-11-21,C021,S004,Field,P001,32,42.5,0,1360.0,Completed,Legacy_Sales
ORD10124,2007-11-22,C026,S004,Phone,P007,43,37.0,0,1591.0,Completed,Legacy_Sales
ORD10125,2007-11-22,C008,S004,Phone,P002,43,55.0,0.05,2246.75,Completed,Legacy_Sales
ORD10126,2007-11-22,C023,S001,Field,P004,19,68.0,0.03,1253.24,Completed,Legacy_Sales
ORD10127,2007-11-22,C029,S003,Email,P008,8,34.0,0,272.0,Completed,Legacy_Sales
ORD10128,2007-11-22,C026,S003,Email,P002,30,55.0,0.05,1567.5,Completed,Legacy_Sales
ORD10129,2007-11-23,C013,S001,Email,P004,3,68.0,0.03,197.88,Completed,Legacy_Sales
ORD10130,2007-11-23,C005,S005,Phone,P004,10,68.0,0,680.0,Completed,Legacy_Sales
ORD10131,2007-11-26,C012,S002,Field,P005,38,28.0,0.03,1032.08,Completed,Legacy_Sales
ORD10132,2007-11-26,C019,S004,Phone,P004,45,68.0,0.05,2907.0,Completed,Legacy_Sales
ORD10133,2007-11-26,C029,S003,Field,P008,43,34.0,0.05,1388.9,Completed,Legacy_Sales
ORD10134,2007-11-26,C020,S001,Phone,P001,21,42.5,0,892.5,Cancelled,Legacy_Sales
ORD10135,2007-11-26,C018,S003,Field,P007,42,37.0,0.08,1429.68,Completed,Legacy_Sales
ORD10136,2007-11-27,C003,S005,Phone,P003,11,61.0,0,671.0,Completed,Legacy_Sales
ORD10137,2007-11-28,C014,S001,Phone,P006,38,31.5,0.05,1137.15,Completed,Legacy_Sales
ORD10138,2007-11-28,C007,S001,Field,P004,21,68.0,0.08,1313.76,Completed,Legacy_Sales
ORD10139,2007-11-28,C025,S002,Phone,P002,27,55.0,0,1485.0,Completed,Legacy_Sales
ORD10140,2007-11-28,C015,S003,Phone,P003,36,61.0,0.08,2020.32,Completed,Legacy_Sales
ORD10141,2007-11-29,C011,S005,Email,P006,13,31.5,0.03,397.21,Completed,Legacy_Sales
ORD10142,2007-11-29,C009,S005,Phone,P002,14,55.0,0.08,708.4,Completed,Legacy_Sales
ORD10143,2007-11-29,C005,S001,Email,P004,36,68.0,0,2448.0,Completed,Legacy_Sales
ORD10144,2007-11-30,C014,S001,Phone,P007,21,37.0,0.03,753.69,Completed,Legacy_Sales
ORD10145,2007-11-30,C023,S003,Phone,P004,26,68.0,0.1,1591.2,Completed,Legacy_Sales
ORD10146,2007-11-30,C023,S002,Phone,P003,35,61.0,0.1,1921.5,Completed,Legacy_Sales
ORD10147,2007-11-30,C019,S004,Field,P005,26,28.0,0,728.0,Completed,Legacy_Sales
ORD10148,2007-11-30,C030,S003,Phone,P004,30,68.0,0.08,1876.8,Completed,Legacy_Sales
ORD10149,2007-12-03,C011,S001,Field,P007,32,37.0,0.1,1065.6,Completed,Legacy_Sales
ORD10150,2007-12-03,C015,S005,Phone,P001,18,42.5,0,765.0,Completed,Legacy_Sales
ORD10151,2007-12-04,C019,S005,Phone,P007,37,37.0,0.08,1259.48,Completed,Legacy_Sales
ORD10152,2007-12-04,C018,S005,Phone,P008,39,34.0,0.1,1193.4,Completed,Legacy_Sales
ORD10153,2007-12-04,C020,S005,Phone,P005,24,28.0,0,672.0,Completed,Legacy_Sales
ORD10154,2007-12-04,C019,S005,Field,P003,26,61.0,0,1586.0,Completed,Legacy_Sales
ORD10155,2007-12-04,C006,S001,Phone,P006,27,31.5,0,850.5,Completed,Legacy_Sales
ORD10156,2007-12-05,C017,S004,Field,P003,33,61.0,0,2013.0,Completed,Legacy_Sales
ORD10157,2007-12-06,C025,S002,Phone,P005,39,28.0,0.05,1037.4,Completed,Legacy_Sales
ORD10158,2007-12-07,C007,S005,Phone,P001,17,42.5,0,722.5,Completed,Legacy_Sales
ORD10159,2007-12-07,C026,S004,Phone,P007,16,37.0,0.08,544.64,Completed,Legacy_Sales
ORD10160,2007-12-07,C008,S003,Phone,P004,39,68.0,0.1,2386.8,Completed,Legacy_Sales
ORD10161,2007-12-07,C011,S002,Phone,P006,37,31.5,0,1165.5,Completed,Legacy_Sales
ORD10162,2007-12-07,C021,S001,Field,P002,29,55.0,0.08,1467.4,Completed,Legacy_Sales
ORD10163,2007-12-10,C004,S001,Phone,P006,5,31.5,0.08,144.9,Returned,Legacy_Sales
ORD10164,2007-12-10,C009,S001,Phone,P006,18,31.5,0.08,521.64,Completed,Legacy_Sales
ORD10165,2007-12-11,C027,S005,Phone,P003,14,61.0,0,854.0,Completed,Legacy_Sales
ORD10166,2007-12-11,C002,S002,Field,P004,29,68.0,0.1,1774.8,Completed,Legacy_Sales
ORD10167,2007-12-12,C011,S001,Email,P006,11,31.5,0.03,336.11,Completed,Legacy_Sales
ORD10168,2007-12-12,C018,S004,Phone,P001,12,42.5,0.1,459.0,Completed,Legacy_Sales
ORD10169,2007-12-12,C017,S001,Phone,P003,9,61.0,0.08,505.08,Completed,Legacy_Sales
ORD10170,2007-12-13,C010,S005,Phone,P007,26,37.0,0.03,933.14,Completed,Legacy_Sales
ORD10171,2007-12-13,C028,S001,Field,P005,4,28.0,0,112.0,Completed,Legacy_Sales
ORD10172,2007-12-13,C008,S003,Phone,P003,27,61.0,0,1647.0,Completed,Legacy_Sales
ORD10173,2007-12-14,C026,S001,Email,P002,8,55.0,0.05,418.0,Completed,Legacy_Sales
ORD10174,2007-12-14,C011,S005,Email,P007,16,37.0,0.05,562.4,Completed,Legacy_Sales
ORD10175,2007-12-14,C009,S003,Email,P003,19,61.0,0,1159.0,Completed,Legacy_Sales
ORD10176,2007-12-14,C030,S003,Phone,P001,33,42.5,0.03,1360.42,Completed,Legacy_Sales
ORD10177,2007-12-14,C019,S001,Phone,P006,21,31.5,0,661.5,Completed,Legacy_Sales
ORD10178,2007-12-17,C016,S005,Phone,P006,6,31.5,0.08,173.88,Completed,Legacy_Sales
ORD10179,2007-12-17,C013,S001,Phone,P001,38,42.5,0.03,1566.55,Completed,Legacy_Sales
ORD10180,2007-12-17,C014,S002,Phone,P008,18,34.0,0.1,550.8,Completed,Legacy_Sales
ORD10181,2007-12-17,C018,S001,Email,P007,18,37.0,0.08,612.72,Completed,Legacy_Sales
ORD10182,2007-12-18,C017,S005,Phone,P001,40,42.5,0,1700.0,Completed,Legacy_Sales
ORD10183,2007-12-18,C027,S001,Email,P003,37,61.0,0,2257.0,Completed,Legacy_Sales
ORD10184,2007-12-18,C016,S005,Phone,P004,29,68.0,0.03,1912.84,Completed,Legacy_Sales
ORD10185,2007-12-18,C007,S002,Phone,P008,45,34.0,0,1530.0,Completed,Legacy_Sales
ORD10186,2007-12-19,C016,S001,Phone,P006,27,31.5,0,850.5,Completed,Legacy_Sales
ORD10187,2007-12-19,C006,S005,Phone,P008,27,34.0,0.08,844.56,Completed,Legacy_Sales
ORD10188,2007-12-19,C016,S001,Field,P006,45,31.5,0.1,1275.75,Completed,Legacy_Sales
ORD10189,2007-12-19,C012,S003,Phone,P005,11,28.0,0,308.0,Completed,Legacy_Sales
ORD10190,2007-12-19,C030,S004,Phone,P005,25,28.0,0,700.0,Completed,Legacy_Sales
ORD10191,2007-12-20,C021,S004,Email,P004,20,68.0,0.08,1251.2,Completed,Legacy_Sales
ORD10192,2007-12-20,C009,S005,Phone,P003,21,61.0,0.1,1152.9,Completed,Legacy_Sales
ORD10193,2007-12-20,C029,S004,Email,P007,6,37.0,0.1,199.8,Completed,Legacy_Sales
ORD10194,2007-12-20,C021,S003,Field,P003,27,61.0,0.03,1597.59,Completed,Legacy_Sales
ORD10195,2007-12-21,C004,S003,Phone,P002,26,55.0,0,1430.0,Completed,Legacy_Sales
ORD10196,2007-12-21,C009,S004,Email,P006,42,31.5,0,1323.0,Completed,Legacy_Sales
ORD10197,2007-12-24,C015,S004,Phone,P005,26,28.0,0,728.0,Completed,Legacy_Sales
ORD10198,2007-12-24,C018,S002,Phone,P001,10,42.5,0,425.0,Completed,Legacy_Sales
ORD10199,2007-12-24,C027,S003,Phone,P005,21,28.0,0.03,570.36,Completed,Legacy_Sales
ORD10200,2007-12-25,C001,S002,Phone,P002,42,55.0,0.03,2240.7,Completed,Legacy_Sales
ORD10201,2007-12-25,C020,S002,Phone,P007,34,37.0,0.08,1157.36,Completed,Legacy_Sales
ORD10202,2007-12-25,C023,S001,Phone,P007,41,37.0,0.03,1471.49,Returned,Legacy_Sales
ORD10203,2007-12-26,C011,S003,Phone,P003,28,61.0,0,1708.0,Completed,Legacy_Sales
ORD10204,2007-12-26,C005,S005,Phone,P001,32,42.5,0.03,1319.2,Completed,Legacy_Sales
ORD10205,2007-12-26,C013,S001,Field,P007,32,37.0,0.03,1148.48,Completed,Legacy_Sales
ORD10206,2007-12-26,C009,S004,Email,P001,38,42.5,0,1615.0,Completed,Legacy_Sales
ORD10207,2007-12-26,C012,S001,Phone,P008,19,34.0,0.03,626.62,Completed,Legacy_Sales
ORD10208,2007-12-27,C017,S004,Field,P001,23,42.5,0,977.5,Cancelled,Legacy_Sales
ORD10209,2007-12-27,C005,S001,Phone,P007,38,37.0,0,1406.0,Completed,Legacy_Sales
ORD10210,2007-12-27,C025,S005,Field,P006,22,31.5,0,693.0,Completed,Legacy_Sales
ORD10211,2007-12-28,C027,S003,Phone,P007,43,37.0,0,1591.0,Completed,Legacy_Sales
ORD10212,2007-12-28,C001,S004,Phone,P004,20,68.0,0,1360.0,Returned,Legacy_Sales
ORD10213,2007-12-28,C025,S004,Phone,P005,5,28.0,0,140.0,Completed,Legacy_Sales
ORD10214,2007-12-28,C012,S004,Email,P004,37,68.0,0,2516.0,Completed,Legacy_Sales
ORD10215,2007-12-31,C015,S002,Phone,P003,20,61.0,0.05,1159.0,Completed,Legacy_Sales
ORD10216,2008-01-01,C018,S005,Phone,P001,18,42.5,0,765.0,Completed,Legacy_Sales
ORD10217,2008-01-01,C006,S001,Email,P003,34,61.0,0,2074.0,Completed,Legacy_Sales
ORD10218,2008-01-01,C010,S005,Field,P002,4,55.0,0,220.0,Completed,Legacy_Sales
ORD10219,2008-01-01,C010,S002,Field,P002,39,55.0,0,2145.0,Completed,Legacy_Sales
ORD10220,2008-01-01,C009,S002,Phone,P006,30,31.5,0,945.0,Completed,Legacy_Sales
ORD10221,2008-01-02,C005,S002,Email,P002,20,55.0,0.05,1045.0,Completed,Legacy_Sales
ORD10222,2008-01-02,C002,S002,Email,P004,13,68.0,0.08,813.28,Completed,Legacy_Sales
ORD10223,2008-01-02,C008,S004,Email,P005,34,28.0,0.05,904.4,Completed,Legacy_Sales
ORD10224,2008-01-02,C018,S005,Field,P008,30,34.0,0.03,989.4,Completed,Legacy_Sales
ORD10225,2008-01-03,C006,S002,Phone,P002,34,55.0,0,1870.0,Completed,Legacy_Sales
ORD10226,2008-01-03,C029,S002,Field,P008,9,34.0,0,306.0,Completed,Legacy_Sales
ORD10227,2008-01-03,C009,S004,Phone,P007,36,37.0,0,1332.0,Completed,Legacy_Sales
ORD10228,2008-01-03,C030,S001,Email,P008,40,34.0,0.03,1319.2,Completed,Legacy_Sales
ORD10229,2008-01-04,C001,S002,Email,P008,42,34.0,0,1428.0,Completed,Legacy_Sales
ORD10230,2008-01-04,C013,S004,Phone,P005,16,28.0,0.03,434.56,Completed,Legacy_Sales
ORD10231,2008-01-04,C003,S003,Phone,P007,42,37.0,0.05,1476.3,Completed,Legacy_Sales
ORD10232,2008-01-04,C011,S004,Phone,P002,14,55.0,0,770.0,Completed,Legacy_Sales
ORD10233,2008-01-04,C025,S001,Phone,P002,22,55.0,0,1210.0,Completed,Legacy_Sales
ORD10234,2008-01-07,C009,S001,Phone,P006,20,31.5,0.08,579.6,Completed,Legacy_Sales
ORD10235,2008-01-07,C025,S005,Field,P005,32,28.0,0.05,851.2,Completed,Legacy_Sales
ORD10236,2008-01-07,C021,S002,Field,P008,29,34.0,0.05,936.7,Completed,Legacy_Sales
ORD10237,2008-01-07,C001,S001,Phone,P006,42,31.5,0.08,1217.16,Completed,Legacy_Sales
ORD10238,2008-01-07,C007,S005,Email,P006,6,31.5,0,189.0,Completed,Legacy_Sales
ORD10239,2008-01-08,C007,S003,Field,P007,7,37.0,0.08,238.28,Completed,Legacy_Sales
ORD10240,2008-01-08,C022,S005,Phone,P001,3,42.5,0.08,117.3,Completed,Legacy_Sales
ORD10241,2008-01-09,C009,S004,Phone,P003,4,61.0,0.08,224.48,Completed,Legacy_Sales
ORD10242,2008-01-09,C008,S005,Email,P003,10,61.0,0,610.0,Completed,Legacy_Sales
ORD10243,2008-01-09,C020,S003,Phone,P005,7,28.0,0.08,180.32,Completed,Legacy_Sales
ORD10244,2008-01-09,C012,S003,Phone,P003,41,61.0,0.03,2425.97,Completed,Legacy_Sales
ORD10245,2008-01-10,C030,S002,Phone,P002,3,55.0,0,165.0,Cancelled,Legacy_Sales
ORD10246,2008-01-10,C004,S004,Email,P002,3,55.0,0.1,148.5,Completed,Legacy_Sales
ORD10247,2008-01-10,C002,S001,Email,P006,35,31.5,0.03,1069.42,Completed,Legacy_Sales
ORD10248,2008-01-10,C020,S002,Phone,P001,12,42.5,0.1,459.0,Completed,Legacy_Sales
ORD10249,2008-01-10,C014,S005,Email,P008,15,34.0,0.05,484.5,Completed,Legacy_Sales
ORD10250,2008-01-11,C006,S003,Email,P008,26,34.0,0,884.0,Completed,Legacy_Sales
ORD10251,2008-01-14,C001,S002,Phone,P001,30,42.5,0,1275.0,Completed,Legacy_Sales
ORD10252,2008-01-15,C026,S001,Phone,P004,44,68.0,0.03,2902.24,Completed,Legacy_Sales
ORD10253,2008-01-15,C003,S002,Email,P003,13,61.0,0.05,753.35,Completed,Legacy_Sales
ORD10254,2008-01-16,C023,S004,Phone,P007,16,37.0,0,592.0,Completed,Legacy_Sales
ORD10255,2008-01-16,C027,S005,Phone,P003,15,61.0,0.05,869.25,Completed,Legacy_Sales
ORD10256,2008-01-16,C026,S001,Phone,P006,38,31.5,0.03,1161.09,Completed,Legacy_Sales
ORD10257,2008-01-16,C013,S004,Field,P008,27,34.0,0.1,826.2,Completed,Legacy_Sales
ORD10258,2008-01-17,C019,S002,Email,P008,42,34.0,0,1428.0,Completed,Legacy_Sales
ORD10259,2008-01-17,C013,S001,Field,P006,34,31.5,0,1071.0,Completed,Legacy_Sales
ORD10260,2008-01-18,C014,S004,Field,P002,14,55.0,0.1,693.0,Completed,Legacy_Sales
ORD10261,2008-01-18,C017,S002,Phone,P008,4,34.0,0.1,122.4,Completed,Legacy_Sales
ORD10262,2008-01-18,C013,S005,Phone,P008,21,34.0,0.1,642.6,Completed,Legacy_Sales
ORD10263,2008-01-18,C007,S004,Phone,P008,30,34.0,0,1020.0,Completed,Legacy_Sales
ORD10264,2008-01-18,C029,S004,Phone,P007,28,37.0,0.03,1004.92,Completed,Legacy_Sales
ORD10265,2008-01-21,C005,S002,Phone,P002,29,55.0,0.1,1435.5,Completed,Legacy_Sales
